Total Revenue,Total Cost
1377296.4,812914.2
972580.78,574041.09
890139.2,536139.88
2447805.78,2115931.38
3937921.26,3404016.46
151680.64,49745.92
25648.17,19023.08
804244.35,648325.6
1376955.8,783934.34
3911818.47,3153434.72
75423.72,55941.28
724699.91,502492.89
1302492.4,741540.52
2312379.09,1998865.89
2182855.92,1759665.92
2612654.52,2106139.52
168922,113172.4
789403.44,465925.32
183536.6,122963.72
505964.96,315970.44
2465916.3,1854372.6
63309.44,39536.16
1261593.76,787853.64
661032.24,458346.96
166402.28,115380.12
673820.48,220989.44
288071.04,183966.72
1177788.7,695159.85
596587.8,380990.4
388568.05,260328.31
12028.86,9045.72
487437.72,337979.88
705682.5,450660
688102.59,594809.39
507605.6,166476.8
3525734.73,3047714.33
775781.16,537911.64
85599.8,57349.16
10076.4,7473.6
1278.21,948.04
2490227.04,2007447.04
619475.26,365629.53
3020311.98,2434764.48
1361322.6,775033.98
1238247.15,1070365.15
170487.85,114221.47
265368.81,229390.01
29016.3,21521.2
545022.8,340361.7
276823.3,185462.86
356914.91,247477.89
233786.15,156629.33
1038210.34,612777.27
494875.15,343136.85
239434.8,136316.04
1137270.92,671245.26
867827.73,750167.33
1968754.7,1120859.81
1302698.1,741657.63
632294.08,207370.24
161519.8,108213.16
1130712.84,850297.68
791127.3,505226.4
50867.16,37727.84
497817.43,345176.97
631854.63,438115.77
248050.55,171993.45
15795.69,11715.56
257700.95,172651.49
142444.9,95433.58
2190874.77,1893835.17
1498488.18,956958.24
1719566.08,1073853.12
579251.2,329781.76
1063940.34,679449.12
793254.94,468198.57
2325466.8,1400652.27
1086879.2,654638.38
562562.46,359261.28
456214.2,291345.6
2738909.88,2367567.48
1128335.44,665971.32
52961.04,36722.16
707291.42,490422.18
857806.08,506298.24
674960.32,421506.48
1336125.63,1154973.23
1137636.48,726512.64
1199278.8,765878.4
35052.81,25998.44
4383182.93,3296159.86
718346.64,458747.52
3794458.8,2285441.07
55746.75,41347
945004.04,557764.62
625300.16,205076.48
2230685.26,1677478.52
3004031.73,2421640.48
787471.68,258263.04
886642.38,566223.84
584451.23,405247.17
544323.68,178519.04
1046395.9,595738.57
44215.22,26096.91
257606.05,172587.91
195498.16,135554.64
416005.7,288450.3
687415.72,405729.66
716658.8,408011.24
944352,568792.8
1644956.46,1326048.96
1595780,961154.5
61857.9,45879.6
784281.08,543805.32
128589.5,86150.9
650629.1,370418.93
14629.67,10143.93
5683.6,3423.29
416214.4,250690.16
3634006.4,2188798.96
6149376.03,4957197.28
3814132.8,2297290.92
1082569.74,935794.54
482143.36,158126.08
1485366.3,948578.4
695000.8,522641.6
589124.8,335403.04
1393206.1,793186.03
1309691.9,745639.37
580762,362680.5
3129477.6,1884916.14
6624.3,4913.2
1962632.28,1696537.88
1192578.46,703889.13
36156.9,24223.98
125292.09,86875.11
4329591.6,2607756.99
130487.5,87422.5
734507.51,509293.29
1991883.2,1199731.48
1144819.86,675700.83
124129.2,83162.64
1101066.82,649876.71
3315961.32,2673096.32
23782.17,17639.08
216502.77,150118.83
233305.17,201673.57
1302115.12,768540.36
249641.2,150361.43
3569300.8,2149826.12
42152.94,31264.56
1532742.94,904662.57
63518.64,47111.36
682337.76,435751.68
2909647.58,2188059.16
2065573.44,1785522.24
718188.16,235540.48
1050665.88,670971.84
2349950,1415398.75
3762543.2,2266217.98
789906.66,504446.88
468219.99,377446.24
137225.4,91936.68
4161231.9,3354494.4
867136.8,284390.4
140096.96,45946.88
456448.3,259867.09
291040.53,201801.87
105586.66,79401.32
992783.92,619984.38
411249.15,275523.93
828814.56,529294.08
339694.55,227584.61
1625120.28,1404785.88
616979.77,427801.83
1126948.9,665152.95
2840147.5,2135795
4222445.64,3403840.64
2720104.17,2192757.92
2945422.83,2374394.08
1387240.8,789789.84
1811466.88,1131244.32
1630604.85,1409526.85
22093.44,16386.56
6481493.13,5224926.88
154368.12,91111.86
841172.8,506646.92
1267523.4,721631.82
436112.95,292181.89
536166.12,342404.16
299703.91,207808.89
311186.32,194332.98
1067447.04,350085.12
812723.12,563526.48
1125018.96,702563.94
1856599.71,1496660.96
65300.67,48433.08
265957.25,178182.95
3989391.84,3448508.64
4148207.7,3343995.2
2613186.66,2258889.86
275684.5,184699.9
1741140.03,1505075.63
66131.04,49048.96
291559.04,95621.12
278531.5,186607.3
1631630.4,982747.56
139466.8,84002.27
16159.56,11985.44
280552.72,175202.58
292838.59,203048.61
211832.5,125028.75
81161.67,60197.08
556499.57,385866.03
1849860.1,1053170.23
1421143.76,887491.14
421403.45,282326.99
5555328.51,4177615.02
250298.75,167692.25
5346434.1,4309921.6
4943335.11,3984971.36
616144.94,463341.88
72223.53,53567.72
3083397.78,2318719.56
29003.7,16512.51
6649286.5,5000273
262518.24,154944.72
41096.8,24753.02
379310.8,215950.84
33642.05,22539.11
23091.75,17127
2542588.8,1587823.2
654820.76,454040.04
5687645.97,4277117.94
3496346.49,2818510.24
4018924.14,3474036.94
187807.1,125824.82
1783213.3,1015226.59
270275.2,181075.84
448594.4,147123.2
46603.35,34565.4
4230260.16,3410140.16
1803989,1027054.7
2299562.24,1436055.36
703107.52,230594.56
346574.8,232194.16
2528037.84,1578736.26
4028205.72,3482060.12
2398421.03,1803616.06
699938.4,229555.2
1125018.96,702563.94
437921.82,378548.22
16532.76,12262.24
85014.96,63055.04
70870.68,52564.32
3843425.2,2314934.03
4206091.38,3162986.76
480592.98,387420.48
226858.45,151987.99
887025.76,290913.28
1079884,650425.1
4406572.38,3313748.76
196426.5,115935.75
2821041.72,2274126.72
1432376.08,894505.62
871776.8,525080.02
1597833.57,1201573.14
1158088.05,1001074.05
158681.8,93657.9
462825,263497.5
707813.7,402975.51
1783830.4,1015577.92
2630237.19,2120313.44
1786953.98,1343791.96
1485824.04,948870.72
3131267.58,2706729.18
4198227.39,3629030.19
1764906,1004803.8
61522.02,45630.48
657619.8,419966.4
2725873.33,2049860.66
3527129.06,2652406.12
1435993.26,847558.53
3026824.08,2440014.08
267140.04,157672.62
660623.59,458063.61
1363548.48,1178678.08
2440735.08,1967550.08
672556.17,466337.43
588675.68,367622.52
555391.2,354681.6
3026735.6,1823033.59
725598.94,503116.26
30425.13,22566.12
3914057.39,2943376.78
6337872.68,4766089.36
982536.48,322237.44
4075272.18,3285199.68
2271254,1367999.35
1039288.76,613413.78
798733.1,454738.13
1008858.96,644273.28
2939729.52,2541159.92
37506.6,27818.4
2263057.2,1413258.3
6438113.18,4841470.36
307808.15,206221.73
723215.04,237189.12
756002.5,524197.5
131030.9,74599.07
6058535.82,4556027.64
2515529.12,1570924.68
71995,40988.5
3212418.93,2589627.68
4084.48,2550.72
3951850.8,2380239.87
817086.56,267975.68
856318.08,280842.24
956299.3,544444.39
4002470.43,3459814.03
649778.88,213104.64
3032033.76,2444213.76
1703196,969670.8
1002776.54,591863.37
164382.02,97022.31
57864.84,40122.36
958253.2,565584.6
3620686.86,2722761.72
890959.84,292203.52
549722.67,475191.07
179408.45,120197.99
72503.6,48575.12
1100432.4,662801.61
1142873.55,921304.8
58555.08,43429.92
1390.17,1031.08
1445237.76,922951.68
4802022.54,3871055.04
1389313.08,820006.74
1006265.1,642616.8
205411.05,137618.91
530215.5,338604
3087812.91,2669166.11
293146.1,196398.62
262490.56,86087.68
254759.05,170680.51
1657022.48,1034795.22
2814084.97,2116195.94
5862192.42,4725689.92
914564.32,299944.96
87687.6,58747.92
3911818.47,3153434.72
4128479.6,2486625.19
5204486.76,3913781.52
711132.73,493085.67
64153.08,47581.92
1392240.22,821734.41
1363607.46,870821.28
22056.12,16358.88
900313.26,778248.46
790346.88,493564.32
4643127.3,3742964.8
1675837.9,954095.17
1092285.4,644693.7
2924963.37,2528395.77
839161.12,275215.36
12735.45,9445.8
1802021.52,1125345.78
278057,186289.4
1505130.88,939940.32
1871202.4,1168548.6
4913789.31,3695176.62
424178.7,294117.3
4620334.95,3724591.2
110662.42,76731.18
268401.32,186104.28
157043.45,118096.9
2879399.2,1734291.38
3825062.8,2303874.17
42121.2,26304.3
4107832.68,3311447.68
4085582.76,3531657.96
993119.6,565407.08
680455.6,387399.88
2226552.16,1390461.24
1136059,854318
3193533.84,2574403.84
2048622,1279345.5
1863136.76,1401081.52
868448.16,284820.48
1809486.21,1564155.41
1980891,1127769.3
312208.6,216479.4
768906.6,437757.18
5401786.95,4354543.2
280742.55,194661.45
1466435.3,834877.19
208020.8,139367.36
943346.04,815446.84
388299.23,269239.17
1236947.74,730076.97
3385640.79,2729267.04
363263.44,226854.66
1370055.58,808640.49
772902.48,668112.08
228107.1,145672.8
298422.32,186361.98
240874.7,137135.81
182682.5,122391.5
80098.05,59408.2
741683.36,243246.08
1419330,808059
6279064.92,4721865.84
366146,208455.8
293328.97,203388.63
586427.1,506919.1
777957.4,442910.02
4163836.74,3356594.24
562956.24,390342.96
813622.15,564149.85
21654.93,16061.32
3265006.71,2822335.91
509283.6,318042.9
3336306.12,2883968.52
137114.25,118524.25
92109.71,63867.09
1846732.8,1112305.92
45768.8,31735.2
639109.9,363860.77
88778.95,59479.09
3885833.6,2340477.04
152978.8,102490.96
1230086,700317.8
431861.32,299444.28
12110.34,8982.16
132556.64,43473.92
464986.4,152499.2
316823.65,212261.83
4521514.82,3400185.64
6407906.4,5165606.4
2113827.66,1704020.16
596340.8,359182.12
49610.11,34398.69
1127316.48,703998.72
77103.12,57186.88
3032684.97,2444738.72
1252815.92,739442.76
27757.12,9103.36
3010543.83,2426890.08
477118.32,297955.98
1187817.84,741781.26
126549.15,84783.93
3338022,2010524.55
1709572.7,973301.21
836596.14,534263.52
761353.76,249697.28
1745521.24,1312634.48
441142.65,295551.63
2594782,1562863.55
1304426.02,769904.31
45399.78,33672.72
92889.53,69853.06
337224.88,210593.82
509930.3,290315.69
1997758.4,1137372.32
502557.77,348463.83
1060888.74,677500.32
1101533.2,687897.3
378987.6,223687.8
125315.45,83957.39
665690.85,461577.15
3918936.21,3387605.41
78586.59,58287.16
751456.5,479892
22730.24,7454.72
1813016.51,1363391.02
599409.8,341258.54
679666.68,471267.72
1302577.3,768813.15
1510389.42,964558.56
256096.5,145801.95
5291081.25,4265300
5479145.73,4120325.46
1266906.3,721280.49
1344943.8,793818.9
6293944.65,5073738.4
1213090.56,757563.84
743868.96,243962.88
296858.8,178801.07
2105804.72,1315055.58
2231045.46,1798512.96
1826528.4,1140650.1
367260.06,234538.08
85724.04,63580.96
88961.55,65982.2
641773.92,400781.88
6007412.25,4842756
5076833.16,4092588.16
5606785.3,4216310.6
1686534.3,960184.89
2817754,1697161.85
6271713.95,4716337.9
251674.8,168614.16
6199519.2,4997619.2
6109001.01,4924649.76
1427828.08,842739.24
2443948,1472014.7
783025.2,471624.03
515330.7,304160.85
225247.88,156182.52
3047311.2,2291582.4
217187.75,163325.5
931516.72,581723.58
421971.99,292587.21
5030068.29,3782618.58
110536.24,69028.86
855363.48,546248.64
147114,102006
6383160.42,5145657.92
3134220.81,2709282.01
1155907.84,721853.76
1217893.56,777766.08
1710120.72,1067954.58
1020493.44,602320.32
468231.17,324662.43
737122.87,511106.73
385758.4,126515.2
364011.68,119383.04
1153610.32,720418.98
10628.8,7120.96
855668.64,546443.52
135849.35,91014.77
957020.72,564857.16
64479.63,47824.12
3478483.05,3006869.05
109432.4,62302.52
933942.18,596430.24
358876.43,248837.97
320477.3,214709.66
696540.39,602103.19
1044388.96,342522.88
1228936.62,725348.61
993070.76,586134.78
236019.92,139304.76
17111.22,12691.28
243637.13,168933.27
672662.8,420071.7
599728.64,196689.92
5522583.28,4152990.56
385520.41,267312.39
130413.8,74247.74
3860913.2,2325467.23
855506.3,487060.49
3584377.44,3098406.24
272979.85,182887.87
561812.02,389549.58
527931.68,173143.04
1052366.4,345139.2
1395190.23,1206029.83
759361.74,448193.97
265482.75,177865.05
529042.04,312253.62
80312.64,59567.36
679094.57,470871.03
192442.08,63114.24
426467.14,295704.06
1073336.02,633509.31
190103.98,131814.42
706310.66,489742.14
197807.92,148751.84
175470.1,117559.42
187325.16,129887.64
654351.39,565634.19
607115.82,387713.76
38383.62,28468.88
384774.88,126192.64
884964,565152
243568.86,143760.33
288098.25,199761.75
204129.5,120482.25
732503.84,240235.52
1296260.84,765085.02
3167951.2,1908089.18
428218.35,370160.35
6232079.7,5023867.2
2499446.48,1560881.22
121157.3,68977.79
646157.38,448033.02
4247835.2,2558514.28
683640.21,514098.42
724536.45,502379.55
4883717.16,3672562.32
504170.7,287036.61
3132111.36,2707458.56
1886008.64,1177794.96
1157950.08,723129.12
1303640.1,1126892.1
470559.68,154327.04
620600.19,536458.99
232505,155771
567533.12,393516.48
570638.86,395669.94
59935.92,44454.08
1567321.35,1354823.35
762213.98,528504.42
333583.6,200920.79
3190332.18,2757785.78
1605966.48,1002911.22
3707561.96,2788091.92
45694.35,30613.77
83112.33,71843.93
5307400.34,3991172.68
403535.6,243053.59
441413.94,281893.92
6277664.4,5060614.4
2660382.87,2000611.74
156949.1,89354.93
17428.44,12926.56
508377.45,439451.45
1497309.14,883748.67
58132.98,37124.64
2082569.58,1678822.08
52332.4,32681.1
51252.32,16808.96
416005.7,288450.3
926470.44,800859.24
401115,228364.5
14405.52,10684.48
16427.73,11390.67
2790695.52,2098607.04
448016.4,279782.1
2107591.68,1316171.52
48731.15,32648.33
41509.17,30787.08
234023.4,156788.28
2587349.6,1558386.94
136750.9,91618.78
1283011.68,757265.04
1397114.4,795411.12
2512465.76,1569011.64
164328.66,104942.88
10496.25,7785
289482.72,94940.16
814929.78,520427.04
140983.92,90034.56
3564928.8,2147192.82
1607545.5,915214.65
5163722.29,3883126.58
1591500.9,906080.07
727933.5,429644.25
1171318.18,691340.79
109751.85,73530.27
1041816.24,665320.32
1570737.84,980911.26
4895077.75,3681105.5
482034.08,158090.24
2285095.89,1842084.64
72298.17,53623.08
1493224.53,1203733.28
1437841.98,848649.69
146762.85,98326.47
3143390.67,2533981.92
854678.88,280304.64
365123.94,233173.92
72903.16,50549.64
1802324.19,1355350.38
1406787.6,898396.8
5949607.81,4474113.62
181358.87,125750.73
62268.42,46184.08
85552.35,57317.37
637021.5,406812
22270.71,16518.04
1347353.49,1086142.24
386047.6,232520.39
384774.88,126192.64
1023354.06,653530.08
646281.7,381451.35
84081.4,56331.88
951361.95,822375.95
75797.52,44737.56
78036.12,57878.88
1507014.92,889477.26
876293.28,517209.84
3959283.2,2384716.48
1523653.4,899297.7
151697.29,114076.58
5948152.14,4794984.64
3252350.01,2811395.21
623136.72,397944.96
1731582.6,985831.98
1625852.8,925637.44
745057.74,644042.54
296989.55,198973.61
1056519.04,346501.12
597609.76,414371.04
2758316.82,2384343.22
81946.15,54901.33
2371551.2,1481011.8
126644.05,84847.51
599734.74,415844.46
1480879.28,924795.42
662706.88,413854.32
3918514.32,3387240.72
2419543.84,1510982.76
2470690.74,1991698.24
1250361.44,780839.16
1047130.98,905160.58
1701344.7,968616.81
9497.94,7044.56
660172,397628.3
1555914.8,885820.04
428426.05,287031.91
424935.3,271370.4
846155.04,277509.12
4153507.05,3590373.05
772063.2,253209.6
2870533.68,2314023.68
422779.5,283248.9
1183988.64,739389.96
364937.95,244496.89
524202.8,315732.67
82710.72,51652.08
792935.68,260055.04
4051177.41,3265776.16
79043.76,58626.24
1500787.2,854434.56
768648.08,480013.62
5322770.55,4002731.1
392620.64,245187.96
2168936.49,1874871.29
1842100.48,1150374.72
1256801.46,802613.28
466678.3,323585.7
5970944.49,4813358.24
245933.35,164767.57
483395,275208.5
2754360,1658979
965555.8,549714.34
567998,354709.5
3753004.32,2822264.64
2201024.16,1374519.24
4696601.56,3531851.12
2379521.34,1918203.84
365760.16,119956.48
1230323.16,726166.98
966395.64,779040.64
2017899.87,1744312.27
571370.85,429671.7
1495460.42,882657.51
1423456.86,1230464.06
142351.44,84019.32
282295.42,195738.18
1401329.76,827099.28
74733.3,55429.2
3230470.8,1945745.37
4314351.12,3244398.24
954673.86,769591.36
77151.68,25303.04
1462337.52,863107.56
2261635.6,1362206.09
324995.4,207547.2
1043448.38,615868.89
120760.25,80905.55
757821.14,447284.67
303680,203456
666292.8,401314.92
812754.8,489530.47
653814.84,527059.84
6407372.76,4818353.52
114754.08,99195.68
423510.94,249966.57
3688162.38,3188119.98
2956183.23,2555382.83
5423928.09,4372391.84
42908.25,29751.75
163512.7,109548.34
324386.37,224923.23
155138.42,91566.51
4683.66,3473.84
20261.15,13574.33
1190591.6,677832.68
2357380.2,1900355.2
5203167.9,4194430.4
408568.27,283293.33
72531.42,53796.08
161625.12,53007.36
5407647.84,4359267.84
1081195.6,651215.09
807582.52,476655.06
1081544.16,354708.48
1040521.24,614141.22
2083850.64,1301345.46
1478302.56,1277873.76
2725965.06,2197482.56
707291.42,490422.18
68864.73,51076.52
2009308.88,1254794.82
4223352,2543767.8
4073392.4,2453445.61
1388467.92,867085.38
752039.2,428154.16
713073.2,429491.23
2640005.34,2128187.84
5112265.5,3844431
941876.34,601497.12
442159.3,306584.7
668387.94,463447.26
6073184.46,4895776.96
489841.91,368361.82
515798.03,357644.37
1068365.16,682274.88
890466.8,525575.4
216502.77,150118.83
788367.58,546638.82
899402.28,530849.34
354595.92,226450.56
1846695.52,1153244.28
59499.44,41255.76
6511448.79,5249075.04
1090556.16,681042.24
2015654.3,1147560.89
1242958.32,776215.98
44765.34,33202.16
1426323.8,812040.74
1444374.24,901998.36
1126192.98,719204.64
1415527.6,883983.9
866433.44,511390.32
5836.35,3910.17
1509522.42,1304860.82
1928640.4,1204418.1
1443608.4,901520.1
3718823.2,2239884.98
3834681.2,2309667.43
945928.4,558310.2
1022610.8,615928.87
1562568.88,975809.82
392553.85,262998.67
1018644.72,601229.16
431516.4,259906.71
3492827.31,3019268.51
3233968.4,1947852.01
1872964.8,1128105.72
3022800.8,1820663.62
13855.4,9282.68
371177.12,231796.68
919067.6,523247.48
3536721.51,2851057.76
610850.02,423551.58
629343.52,206402.56
23101.08,17133.92
380750.7,216770.61
419928.74,291170.46
2371865.58,2050287.18
171863.9,115143.38
626928.54,541929.34
80182.02,59470.48
519557.61,360251.19
30023.94,22268.56
1472244.42,940198.56
2109728.39,1586518.78
673873.2,383652.36
537374.75,372605.25
722691.6,435284.49
1809133.6,1089659.54
1101847.32,888232.32
1852945.6,1054926.88
133287.05,89298.11
325032.5,217761.5
4622423.59,3476069.18
276491.15,185240.33
3685596,2219871.9
2887706,1739294.65
1088258.64,679607.46
361578.82,213412.71
35733.9,26503.6
1792881.2,1020730.76
988328.32,324136.96
316948.94,219766.26
40296.27,29887.48
403135.2,270087.84
2872841.2,1730341.43
875046.3,558818.4
2198890.68,1900764.28
59644.65,39960.03
332307.42,196136.01
497305.68,293522.04
16980.6,12594.4
21561.63,15992.12
91047.22,63130.38
257434.26,151944.03
3988969.95,3448143.95
3048158.4,1835936.76
2235231.68,1395881.52
1627920.56,1016621.34
374939.68,122967.04
26097.5,17484.5
100835.6,62970.9
217156.61,150572.19
2312836.8,1444345.2
683262.8,473761.2
109681.66,76051.14
54337.92,40302.08
135181.42,93732.18
466923.49,323755.71
3021489.2,1819873.63
183485.46,108297.63
4361130.02,3279576.04
2022328.16,1262925.24
368328.12,235220.16
193121.5,129385.3
3792369.21,3278198.41
61504.3,35015.89
482763.12,308300.16
91191.42,67636.08
40622.82,30129.68
2082574.24,1300548.36
1887113.97,1631258.37
295453.95,204862.05
3468744.8,2089260.22
1400817,797519.1
252214.74,161068.32
396103.2,238576.98
412164.39,285786.81
661523.52,571833.92
158.61,117.64
64927.47,48156.28
418092.99,361407.79
5042970.24,4065290.24
744285.24,475312.32
336278.15,225295.73
168387.58,99386.49
284617.2,171427.83
73452.6,49210.92
4299288.42,3465785.92
288552,173797.8
854753.16,545858.88
436438.2,302617.8
167851.2,95561.76
770916.24,455013.72
5285347.43,3974588.86
684655.2,412374.78
1287377.04,803955.06
447880.55,300065.81
736227.52,459767.28
262778.1,176053.02
1938584.55,1675750.55
86554.41,64196.84
277108,185653.6
121946.5,81700.3
3197003.68,2404151.36
4147178.7,3584902.7
228395.2,74905.6
5192097.33,4185506.08
140678.76,89839.68
304201.95,203805.69
567614.85,393573.15
771516.8,253030.4
77653.59,57595.16
2894945.64,2177003.28
624972.32,204968.96
1312905.04,819897.06
586633.44,366347.16
2273778.96,1419953.94
2425106.04,1954951.04
3179363.04,2748303.84
5314524.81,4284198.56
2380991.2,1434095.18
956981.76,611143.68
1471273,868381.5
99955.79,69307.41
86423.79,64099.96
3793584.4,2284914.41
991617.42,633262.56
322517.65,216076.63
3789759.17,2849904.34
682890.72,223964.16
1615016.8,972741.02
83112.33,71843.93
815828.86,565679.94
2875565.81,2162429.62
4309004.96,3240377.92
2840585.37,2455457.77
1544189.9,879144.77
3563180,2146139.5
11400.44,6728.82
264829.14,156308.67
1502350.29,1298661.09
1309546.56,1131997.76
4169538.87,3604231.27
119471.04,74608.56
710693.5,404615.05
212338.75,142260.25
502049.1,433981.1
393407.95,263570.89
118719.9,79538.58
619349.94,429445.26
1433528.3,846103.65
219037.2,131928.33
926516.84,546853.02
5161717.48,3881618.96
6213845.82,5009168.32
615480.08,384361.62
760415.92,527257.68
95347.14,82419.94
1100559.54,702834.72
762786.09,528901.11
839707.52,275394.56
3694.68,2740.32
1164337.98,743564.64
61391.4,45533.6
2827372.4,1702955.11
1551185.6,934294.84
4081793.16,3069514.32
4137660.8,2492155.12
246600.48,153999.72
3251491.53,2621125.28
3356556.84,2901473.64
269545.54,186897.66
4227655.32,3408040.32
401.19,297.56
5672275.76,4265559.52
2268108.38,1705620.76
913471.52,299586.56
612303.54,391026.72
28148.61,20877.64
413880.72,286976.88
821061.6,494533.74
1441127.73,1161736.48
2892055.95,2499949.95
2420473.94,1820199.88
112124.35,75119.77
1533975.42,905390.01
580823.2,190489.6
900966,512941.8
2241087.2,1349829.58
208901.88,144848.52
762941.3,434360.99
545105,310341.5
1126824.6,641528.58
435130.52,301711.08
803098.72,263388.16
571259.52,364815.36
1796583.8,1022838.74
2327424.54,1876207.04
395173.44,246782.16
1988771.52,1495559.04
89626,53982.65
1703565.36,1373295.36
413298.32,258100.98
462428.34,320638.86
3477677.08,2615218.16
848559.2,278297.6
733674.72,458173.08
1812743.28,1132041.42
988328.32,324136.96
354054.36,245494.44
5840.58,4331.92
538934,306828.2
768894.08,252170.24
3335398.8,2008944.57
47737.36,29811.54
1920982,1199635.5
490995.04,161029.12
324670.88,106480.64
1058238.14,624598.17
1466641,834994.3
1717523.84,1072577.76
2391272.52,2067062.92
489154.05,339169.95
4394365.08,3542430.08
989421.12,324495.36
112995.52,37058.56
135137.6,90537.92
15767.7,11694.8
63285.39,46938.36
358059.13,248271.27
226392.1,156975.9
344914.05,231081.51
3492379.02,2626274.04
9525.93,7065.32
116273.92,38133.76
5729996.79,4619123.04
4239965.6,2553774.34
1599839.76,999085.14
332429.76,109025.28
14834.7,11002.8
1133407,645276.1
1117362.4,636141.52
2683772.32,2018200.64
622556.76,501861.76
651796.75,451943.25
2557469.29,1923220.58
1016194.72,333276.16
965774.8,581695.97
366954.9,234343.2
1727224.48,1078635.72
39223.32,29091.68
101007.96,64505.28
1798203.6,1083076.29
89204.13,66162.12
2632842.03,2122413.28
686415.03,593350.63
919154.08,301450.24
5028063.48,3781110.96
2688846.09,2167559.84
271554.57,218908.32
66879.36,21934.08
3887072.49,3133486.24
4123552.86,3564480.06
111222.8,74515.76
3925493.88,3164458.88
31584.06,20170.08
959728.2,612897.6
559709.7,318656.31
2545907.44,1589895.66
1141840.7,650077.61
982427.2,322201.6
2999192,1806443.8
5183770.39,3898202.78
4762298.73,3839032.48
490989.22,289793.91
30797.97,26622.37
3137527.65,2359425.3
38244.7,25622.74
639767.94,408565.92
1578541.8,898702.14
56885.01,42191.24
342841.04,214101.06
3088656.69,2669895.49
766448.5,452376.75
4863669.06,3657486.12
462800.8,151782.4
644277.59,446729.61
4746018.48,3825908.48
905988.72,565781.58
738871.76,436100.28
11112.03,8241.72
6463259.25,5210228
94081.47,81325.87
3645373.6,2195645.54
279538.24,91678.72
896096,293888
1101976.68,952570.28
1623.42,1204.08
68081.01,50495.24
3132111.36,2707458.56
1240165.3,706056.19
1433397.2,895143.3
183801.6,114782.4
743120.08,464071.62
472889.78,327892.62
4208352.75,3637782.75
75946.2,56328.8
1536286.32,906753.96
3146091.2,1894922.68
1762026.2,1003164.26
2128726.8,1282153.77
598266.18,382062.24
1422420.16,888288.24
1022286,652848
1587586.32,991432.98
46110.63,34675.26
4053782.25,3267876
2473918.48,1544939.22
1915365.84,1196128.26
767261,436820.3
1885004.52,1629434.92
135232.5,90601.5
621478.04,366811.62
2005.95,1487.8
458913.95,318202.05
995054.03,748282.06
10486.92,7778.08
3149902.77,2539231.52
759390.66,484958.88
388982.58,336244.18
193880.7,129893.94
317895.52,104258.56
3318586.74,2868651.54
4317692.47,3246910.94
672719.63,466450.77
796295.39,552135.81
1048650.88,343920.64
2226486.99,1794838.24
3743851.86,3236259.06
134116.4,76355.72
835985.82,533873.76
337274.6,225963.32
202168.5,129108
617998.29,498187.04
211116.56,131840.34
1849436.4,1490886.4
137016.84,87501.12
906935.52,579183.36
620603.13,500286.88
1219183.9,694110.97
317458.4,104115.2
77888.69,54006.51
180096.14,106297.17
736244.8,443447.72
290575.52,95298.56
196065.3,125210.4
1732840.64,1082142.96
257226.45,172333.59
1396636.88,872186.82
344067.9,219727.2
1317140.58,1138562.18
1034474.28,894219.88
1015572.48,648560.64
1399921.5,894012
51175.05,37956.2
3536510.8,2130076.37
642960.36,555787.56
349089.65,233879.03
85714.71,63574.04
3341956.8,2012894.52
1375703.92,859114.38
891875.46,770954.66
452815.35,303371.97
525523.9,364388.1
389364.64,127697.92
957074.24,313886.72
287013.78,169402.59
1489180.8,951014.4
346670.24,216492.36
284237.28,93219.84
223071.96,142457.28
751799.6,469491.9
446736.64,146513.92
1366659.06,872770.08
1540320.39,1331483.19
200278,118209
4600147.44,3708317.44
1371496.4,826066.21
2501334.61,1881007.22
34462.8,21521.7
2448320,1474648
93593.5,53285.05
2974324.5,2571064.5
733787.78,433099.59
2188623.2,1318229.98
508524.06,352600.74
82887.72,61477.28
209679.33,181250.93
398957.19,300016.38
2514774.4,1514674.16
937992,534021.6
1770915.5,1331731
1172577.3,748826.4
664638.48,424448.64
87590.04,64964.96
1344043.8,765196.74
403852.96,252202.44
1121157.84,715989.12
411913.45,275968.99
1904644.08,1189432.62
1170856,691068
16453.71,14222.91
5048179.92,4069489.92
497861.15,374392.3
216396.4,123199.72
367357.9,246118.18
90819.3,60846.06
741491.2,446607.68
4721923.71,3806484.96
889080.26,524757.03
4329053.06,3255454.12
267096.05,178945.91
636632.01,550317.21
1940985.2,1105049.96
738514.24,242206.72
372719.75,249710.45
6107319.53,4592713.06
37795.83,28032.92
3402964.74,2941589.54
301338.51,208942.29
1121476.4,638483.72
1013689.6,577118.08
2497723.6,1504404.29
2154052.64,1345185.96
1471178.64,918737.46
1126040.4,719107.2
765036.12,488564.16
4831326.99,3894678.24
439870.86,304997.94
734252.32,240808.96
195302.4,124723.2
1517384.32,947592.48
1979451.1,1126949.53
2108102.24,1316490.36
6397487.04,5157207.04
4076890,2455552.25
2538089.46,1908646.92
798727.52,261954.56
3981552.66,2994133.32
136418.75,91396.25
2151161.13,1617676.26
1415041.1,835192.05
237012.75,158791.05
155695.65,107956.35
29856,22144
436445.1,292404.42
346326.88,204410.64
266369.74,157217.97
739819.96,512976.84
1778266.47,1337258.94
622859.6,354609.08
4986966.18,4020143.68
288923.05,193569.31
231840.7,155325.94
1117164.72,965699.12
1029939.9,586369.77
6265291.41,5050640.16
129496.8,42470.4
701796.16,230164.48
5916894.06,4769786.56
3231955.23,2605376.48
2899228.08,2506149.68
